state,name,uf,inserted_at,updated_at
Rio Grande do Sul,Pantano Grande,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Tailandia,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Rio Bonito do Iguacu,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Treviso,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Entre Rios de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Pinhao,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Timbauba dos Batistas,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Vidal Ramos,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Coronel Bicaco,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Curimata,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Jacarezinho,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Viradouro,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Geraldo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Mombaca,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Ponte Branca,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Ladainha,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Frei Lagonegro,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Populina,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Caraubas,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Campo Novo do Parecis,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Propria,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Caapora,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Santa Cruz,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Morretes,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Conceicao da Barra de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Monte Alegre de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Pompeia,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Itaju,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Caiabu,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Caseara,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Campina Grande do Sul,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Divinopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Mogi das Cruzes,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Jaguaretama,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Silveiras,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Correntina,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Urucui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Serra de Sao Bento,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Itapissuma,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Joao Dourado,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Nova Roma do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Ibiraci,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Porto Barreiro,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Chapada Gaucha,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Jose do Hortencio,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Roseira,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Palmitinho,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Capao da Canoa,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Manicore,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Borrazopolis,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Martinho Campos,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Alvares Florence,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Floresta,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Amorinopolis,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Centenario,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ruy Barbosa,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Muriae,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Gurupi,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Divisa Alegre,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Barrocas,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Almirante Tamandare,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santana de Cataguases,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Nazare,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amapa,Pedra Branca do Amapari,AP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Arcoverde,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Vitoria do Xingu,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Bandeirantes do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Inimutaba,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Teixeiropolis,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Chapada da Natividade,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Buriti Bravo,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Serra Branca,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Ipero,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Lontra,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Braga,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Desterro de Entre Rios,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Camocim de Sao Felix,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Santa Fe de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Rubiataba,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Atilio Vivacqua,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Candido Rodrigues,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Candelaria,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Aratuba,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Barrolandia,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Apiaca,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ilheus,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Luzinopolis,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Votuporanga,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Alto Araguaia,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Manhuacu,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Vanini,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Campo Verde,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Barro Preto,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Campina do Simao,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Ribeirao Vermelho,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Vargeao,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Bonfinopolis de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Joviania,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Joao do Oriente,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Monte Belo do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Muitos Capoes,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Abadia de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Padre Bernardo,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amapa,Cutias,AP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ibirapitanga,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Lagoa Grande,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Roraima,Canta,RR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Malhada de Pedras,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Uniao Paulista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Garca,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Alhandra,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Jauru,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Pratapolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Canhotinho,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Gaurama,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Jose do Mantimento,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Caraa,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Aguai,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Jussara,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Chiador,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Jaboticaba,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Figueiropolis,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Capixaba,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Pedra,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Itapema,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Santo Amaro das Brotas,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Igarassu,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Bom Jesus do Itabapoana,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Bocaina,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cassia dos Coqueiros,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Santa Rosa de Viterbo,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Crissiumal,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Abreu e Lima,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Lunardelli,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Padre Carvalho,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Jaragua do Sul,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Borja,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Tabatinga,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Diamante do Sul,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Primavera de Rondonia,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Morpara,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Vacaria,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Urutai,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Bom Retiro,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Pinto Bandeira,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Caldas Brandao,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Orobo,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Santa Cruz de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Lizarda,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Rosario do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Alto Alegre,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Campo Grande do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Sao Joao do Jaguaribe,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Bandeira,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itambe do Mato Dentro,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Aracatu,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Francisco Alves,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Rio do Pires,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Irara,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Caraubas,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Mundo Novo,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Sao Bernardino,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Paranaiguara,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Andira,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Fortim,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Curvelandia,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Sao Miguel,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Mirante do Paranapanema,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Santana do Maranhao,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Paranacity,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Terra Boa,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sao Miguel do Iguacu,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Gabriel Monteiro,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Capitao Eneas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Urupes,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Conceicao do Mato Dentro,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Conceicao do Para,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Conselheiro Lafaiete,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Itaipulandia,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Thome das Letras,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Matriz de Camaragibe,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Simplicio Mendes,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Cacador,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Bento Goncalves,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Campos Gerais,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Alvaraes,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Rio Espera,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Capivari,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Vila Rica,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Capitao Poco,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Cachoeira Grande,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Goianesia do Para,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Pedro da Serra,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Murici dos Portelas,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Ielmo Marinho,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Quadra,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Realeza,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sem-Peixe,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Apuarema,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itamarati de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cedral,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Tupandi,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Xangri-la,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Arceburgo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Biritiba-Mirim,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Amaraji,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Macajuba,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Luz,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Joacaba,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Veranopolis,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Xapuri,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Cacimba de Areia,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Paulo Frontin,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Sao Paulo de Olivenca,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Bom Principio do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Belo Jardim,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Novo Triunfo,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Arapoema,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Olho d'Agua,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Rio Negro,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Doresopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Santa Cecilia,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Marzagao,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Santana do Ipanema,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Jucurutu,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Horizontina,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Araguainha,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amapa,Pracuuba,AP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Campinapolis,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Godoy Moreira,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Xexeu,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Alto Parana,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Emas,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Sao Lourenco do Piaui,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Eneas Marques,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Bocaina,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Porto Lucena,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Vertentes,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Nova Vicosa,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Luiziana,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Milagres,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Anajas,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Arvorezinha,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Constantina,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Amparo do Serra,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Nova Olimpia,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Primeiro de Maio,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Caete,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Grossos,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Sao Pedro dos Crentes,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Mutum,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Abreulandia,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Jitauna,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Maracanau,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Tomar do Geru,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Francisco Santos,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Heliodora,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Resende Costa,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Formosa do Rio Preto,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
