state,name,uf,inserted_at,updated_at
Pernambuco,Barra de Guabiraba,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Buenos Aires,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Santa Ines,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Mundo Novo,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Palotina,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Laguna Carapa,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Tapejara,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Agudos,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Nova Mutum,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Coreau,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Laranja da Terra,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Dormentes,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Mortugaba,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Bom Lugar,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Zacarias,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Guaiba,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Rafael Fernandes,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Matutina,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Canitar,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Parnamirim,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Cajueiro da Praia,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Aparecida,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Jose do Sul,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Cordeiropolis,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Cocos,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Teofilandia,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sabinopolis,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Santo Antonio do Leste,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Erico Cardoso,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Roraima,Iracema,RR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Itapebi,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Nova Granada,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Baia da Traicao,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Graca,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Espumoso,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Pedra do Indaia,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Feira Nova,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Carmo de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Ribeirao do Sul,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Santa Branca,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Carlopolis,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Ariquemes,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Barro,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Mirangaba,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Buique,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Esmeraldas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Nina Rodrigues,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Vitoria,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Francisco,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Aracai,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Guarapuava,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Rio das Antas,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Taguatinga,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Serrano do Maranhao,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Nossa Senhora dos Remedios,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Patrocinio Paulista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Mariopolis,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Carire,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Aratuipe,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Novo Lino,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Santa Rosa do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Sirinhaem,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Itaporanga d'Ajuda,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Pedro Afonso,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Alto Parnaiba,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Seabra,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Bom Jesus do Galho,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Ilopolis,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Balneario Picarras,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Passo de Camaragibe,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Riacho de Santana,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sarutaia,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Jari,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Alto do Rodrigues,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Jardim,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Zabele,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Jequitinhonha,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Amaral Ferrador,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Montes Claros,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Indaial,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Toropi,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Natuba,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Nilopolis,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Baiao,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Tremedal,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Rondon do Para,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Retirolandia,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Jaragua,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Major Gercino,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ibotirama,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Cristopolis,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Sao Cristovao do Sul,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Maragogi,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Cacu,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Guaratuba,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Anhumas,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Foz do Jordao,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Espirito Santo do Dourado,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itaguara,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Jeronimo Monteiro,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Ijui,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Couto de Magalhaes de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Cabedelo,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Canabrava do Norte,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Irai,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Ubatuba,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Afonso Claudio,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Marilia,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Taquara,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Joao da Urtiga,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Rio das Pedras,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Crateus,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itanhandu,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Nova Alianca do Ivai,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Presidente Juscelino,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Belem,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Juina,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Santa Maria,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Ibipitanga,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Senador Pompeu,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Goiana,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Carmopolis de Minas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Iraucuba,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Piquet Carneiro,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Oros,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Contagem,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Tijucas do Sul,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Carapicuiba,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Santa Barbara do Tugurio,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Itaoca,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Ponta de Pedras,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Demerval Lobao,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Jose da Penha,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Ituporanga,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Olaria,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Presidente Kubitschek,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Paulistania,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Mutuipe,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Guaraniacu,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Salvador,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Alto Horizonte,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Roraima,Sao Joao da Baliza,RR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Norte,Caicara do Norte,RN,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Sapezal,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Uaua,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Arroio dos Ratos,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Vale Verde,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Barra do Turvo,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Carlinda,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Sao Jose de Princesa,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Tres Marias,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Peritiba,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Talisma,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Paula Freitas,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Catole do Rocha,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Corrego Novo,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Mucurici,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sertao,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rondonia,Alta Floresta D'Oeste,RO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Sao Sebastiao de Lagoa de Roca,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Novo Barreiro,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Aracu,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Cubati,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Itatiaia,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Taquaritinga do Norte,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Turvelandia,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Cairu,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Paulo Bento,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Sao Felix do Tocantins,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Pernambuco,Casinhas,PE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Balneario Barra do Sul,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Ribamar Fiquene,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Penapolis,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Campestre,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Guatambu,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Nova Olimpia,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Monte Alegre dos Campos,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Aracatuba,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Angelandia,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Camamu,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sergipe,Umbauba,SE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Itamogi,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Casserengue,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Miguel do Anta,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Joao Ramalho,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sede Nova,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Itupiranga,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Rio Brilhante,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Nova Canaa Paulista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Maraba Paulista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Alagoas,Inhapi,AL,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Gonzaga,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Joao del Rei,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Sao Gabriel da Palha,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Quatro Irmaos,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Barra de Sao Miguel,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sao Sebastiao,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Clevelandia,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Sao Jose de Piranhas,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Santa Terezinha,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Rafael Jambeiro,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Bahia,Quixabeira,BA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Alagoa Nova,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Tupaciguara,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Francisco Morato,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Quarai,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Cambuquira,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Luiz Gonzaga,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Ampere,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Leoberto Leal,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Morro Redondo,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Vista Alegre,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Ouro Velho,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Mamonas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Marituba,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Guaicara,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Montes Claros de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Redencao,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Porto Estrela,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Sao Jose da Bela Vista,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Sao Joao do Triunfo,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Ilhota,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Para,Sao Joao do Araguaia,PA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Ceara,Pacoti,CE,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso,Figueiropolis D'Oeste,MT,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Santo Antonio do Paraiso,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Novo Santo Antonio,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Cornelio Procopio,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Nova Porteirinha,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Braunas,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Cerro Grande,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Nova Iguacu,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Nova Santa Rita,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Tambau,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Parana,Antonina,PR,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Espirito Santo,Baixo Guandu,ES,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Niquelandia,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Paraiba,Juripiranga,PB,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Cordilheira Alta,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio de Janeiro,Tangua,RJ,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Combinado,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Maranhao,Pastos Bons,MA,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Tocantins,Carrasco Bonito,TO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Conceicao de Ipanema,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Salto Veloso,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Piaui,Wall Ferraz,PI,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Limeira,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Bom Jardim de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Sao Paulo,Paulo de Faria,SP,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Sao Joao Nepomuceno,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Santa Catarina,Presidente Getulio,SC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Medina,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Acre,Brasileia,AC,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Mato Grosso do Sul,Eldorado,MS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Amazonas,Canutama,AM,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Minas Gerais,Paineiras,MG,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Rio Grande do Sul,Sao Nicolau,RS,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
Goias,Teresina de Goias,GO,2017-09-06 09:47:30.748018-03,2017-09-06 09:47:30.748018-03
